"ID","LANGUAGE","ENGLISH","FORM","COMMENTS","SOURCE"
"Heggarty-2005-150-1","Anonimo","one","huc","","Valera 1586"
"Heggarty-2005-150-1","Apuri","one","huk","","Shimelman 2017"
"Heggarty-2005-150-1","Apurimac","one","huk, huj, huq","","Gutiérrez et al. 2007"
"Heggarty-2005-150-1","Arma","one","huk","","Gálvez Astorayme 2003"
"Heggarty-2005-150-1","Atalla","one","huk","","Heggarty 2005"
"Heggarty-2005-150-1","Ayacucho","one","huk","","Soto Ruiz 1976"
"Heggarty-2005-150-1","Bobonaza","one","shuj","","Orr and Wrisley 1981"
"Heggarty-2005-150-1","Cacra-Hongos","one","huk","","Shimelman 2017"
"Heggarty-2005-150-1","Chachapoyas","one","suj","","Taylor 2006"
"Heggarty-2005-150-1","Chacpar","one","huk","","Heggarty 2005"
"Heggarty-2005-150-1","Chetilla","one","suχ","","Heggarty 2005"
"Heggarty-2005-150-1","Chipaya","one","zinta","","Heggarty 2005"
"Heggarty-2005-150-1","Curva","one","ux","","Heggarty 2005"
"Heggarty-2005-150-1","Cuzco","one","huχ","","Heggarty 2005"
"Heggarty-2005-150-1","CuzquenoAntiguo","one","huc","","Holguín 1608"
"Heggarty-2005-150-1","Huallaga","one","huk","","Heggarty 2005"
"Heggarty-2005-150-1","Huanca","one","suk, huk","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-1","Huancane","one","maya","","Heggarty 2005"
"Heggarty-2005-150-1","Huangascar","one","huk","","Shimelman 2017"
"Heggarty-2005-150-1","HuarazHuailas","one","huk",,"Parker and Chávez 1976"
"Heggarty-2005-150-1","Imbabura","one","shuk","","Gómez 2009"
"Heggarty-2005-150-1","Inkawasi","one","uk","","Heggarty 2005"
"Heggarty-2005-150-1","Iruhito","one","tsi:","","Cerrón-Palomino 2016"
"Heggarty-2005-150-1","Jaqaru","one","maya","","Heggarty 2005"
"Heggarty-2005-150-1","Kawki","one","maya","","Heggarty 2005"
"Heggarty-2005-150-1","Lamas","one","suk","","Taylor 2006"
"Heggarty-2005-150-1","Laraos","one","huk","","Heggarty 2005"
"Heggarty-2005-150-1","Lincha-Tana","one","huk","","Shimelman 2017"
"Heggarty-2005-150-1","Maragua","one","ux","","Heggarty 2005"
"Heggarty-2005-150-1","Napo","one","shuj","","Orr and Wrisley 1981"
"Heggarty-2005-150-1","Pacaraos","one","huk","","Adelaar 1982"
"Heggarty-2005-150-1","Pastaza","one","shuc","","Landerman 1973"
"Heggarty-2005-150-1","Pocona","one","ux","","Heggarty 2005"
"Heggarty-2005-150-1","Puki","one","maya","","Heggarty 2005"
"Heggarty-2005-150-1","Puno","one","ux","","Heggarty 2005"
"Heggarty-2005-150-1","Putumayo","one","sug","","Tandioy et al. 1978"
"Heggarty-2005-150-1","Raimondi","one","huk",,"Parker and Chávez 1976"
"Heggarty-2005-150-1","SanPedro","one","huk","","Shimelman 2017"
"Heggarty-2005-150-1","Santiagueno","one","suk","","Juanatey (fieldwork)"
"Heggarty-2005-150-1","SantoTomas","one","ʃuc","","Santo Tomás 1951"
"Heggarty-2005-150-1","Serena","one","šux","","Heggarty 2005"
"Heggarty-2005-150-1","Sullkatiti","one","maya","","Heggarty 2005"
"Heggarty-2005-150-1","Taquile","one","ux","","Heggarty 2005"
"Heggarty-2005-150-1","Tarma","one","xuk","","Adelaar 1977"
"Heggarty-2005-150-1","Troje","one","šux","","Heggarty 2005"
"Heggarty-2005-150-1","Tsimu","one","pí:si","","Cerrón-Palomino 2016"
"Heggarty-2005-150-1","Wari","one","huk",,"Parker and Chávez 1976"
"Heggarty-2005-150-1","Yanac","one","uk","","Heggarty 2005"
"Heggarty-2005-150-10","Anonimo","ten","chunca","","Valera 1586"
"Heggarty-2005-150-10","Apuri","ten","trunka","","Shimelman 2017"
"Heggarty-2005-150-10","Apurimac","ten","chunka","","Gutiérrez et al. 2007"
"Heggarty-2005-150-10","Arma","ten","chunka","","Gálvez Astorayme 2003"
"Heggarty-2005-150-10","Atalla","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Ayacucho","ten","chunka","","Soto Ruiz 1976"
"Heggarty-2005-150-10","Bobonaza","ten","chunga","","Orr and Wrisley 1981"
"Heggarty-2005-150-10","Cacra-Hongos","ten","trunka","","Shimelman 2017"
"Heggarty-2005-150-10","Chachapoyas","ten","ĉunka","","Taylor 2006"
"Heggarty-2005-150-10","Chacpar","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Chetilla","ten","ĉunga","","Heggarty 2005"
"Heggarty-2005-150-10","Chipaya","ten","tunka","","Heggarty 2005"
"Heggarty-2005-150-10","Curva","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Cuzco","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","CuzquenoAntiguo","ten","chunca","","Holguín 1608"
"Heggarty-2005-150-10","Huallaga","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Huanca","ten","ʈʃunka","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-10","Huancane","ten","tunka","","Heggarty 2005"
"Heggarty-2005-150-10","Huangascar","ten","trunka","","Shimelman 2017"
"Heggarty-2005-150-10","HuarazHuailas","ten","chunka",,"Parker and Chávez 1976"
"Heggarty-2005-150-10","Imbabura","ten","chunga","","Gómez 2009"
"Heggarty-2005-150-10","Inkawasi","ten","diez","","Heggarty 2005"
"Heggarty-2005-150-10","Iruhito","ten","ka:lo:","","Cerrón-Palomino 2016"
"Heggarty-2005-150-10","Jaqaru","ten","ĉunka","","Heggarty 2005"
"Heggarty-2005-150-10","Kawki","ten","ĉunka","","Heggarty 2005"
"Heggarty-2005-150-10","Lamas","ten","chunka","","Taylor 2006"
"Heggarty-2005-150-10","Laraos","ten","ĉunka","","Heggarty 2005"
"Heggarty-2005-150-10","Lincha-Tana","ten","trunka","","Shimelman 2017"
"Heggarty-2005-150-10","Maragua","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Napo","ten","chunga","","Orr and Wrisley 1981"
"Heggarty-2005-150-10","Pacaraos","ten","trunka","","Adelaar 1982"
"Heggarty-2005-150-10","Pastaza","ten","chingu","","Landerman 1973"
"Heggarty-2005-150-10","Pocona","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Puki","ten","tunka","","Heggarty 2005"
"Heggarty-2005-150-10","Puno","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Putumayo","ten","chunga","","Tandioy et al. 1978"
"Heggarty-2005-150-10","Raimondi","ten","chunka",,"Parker and Chávez 1976"
"Heggarty-2005-150-10","SanPedro","ten","trunka","","Shimelman 2017"
"Heggarty-2005-150-10","Santiagueno","ten","chunka","in disuse","Juanatey (fieldwork)"
"Heggarty-2005-150-10","SantoTomas","ten","chunka","","Santo Tomás 1951"
"Heggarty-2005-150-10","Serena","ten","čunga","","Heggarty 2005"
"Heggarty-2005-150-10","Sullkatiti","ten","tunka","","Heggarty 2005"
"Heggarty-2005-150-10","Taquile","ten","čunka","","Heggarty 2005"
"Heggarty-2005-150-10","Tarma","ten","ĉun̊ka","","Adelaar 1977"
"Heggarty-2005-150-10","Troje","ten","čunga","","Heggarty 2005"
"Heggarty-2005-150-10","Tsimu","ten","khá:r̂o","","Cerrón-Palomino 2016"
"Heggarty-2005-150-10","Wari","ten","chunka",,"Parker and Chávez 1976"
"Heggarty-2005-150-10","Yanac","ten","ĉunka","","Heggarty 2005"
"Heggarty-2005-150-100","Anonimo","green","mana pocoʃca, chahua","verde fruta","Valera 1586"
"Heggarty-2005-150-100","Apuri","green","","","Shimelman 2017"
"Heggarty-2005-150-100","Apurimac","green","kuku","","Gutiérrez et al. 2007"
"Heggarty-2005-150-100","Arma","green","","llullu: inmaduro","Gálvez Astorayme 2003"
"Heggarty-2005-150-100","Atalla","green","χiwa","","Heggarty 2005"
